都道府県コード又は市区町村コード,NO,地方公共団体名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,所管課
032018,0000000217,岩手県盛岡市,盛岡市弓道場,モリオカシキュウドウジョウ,,,岩手県盛岡市加賀野4-18-27,,39.709531000000034,141.170194,019-654-6801,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/kyudojo/,,スポーツ推進課
032018,0000000218,岩手県盛岡市,盛岡市立武道館,モリオカシリツブドウカン,,,岩手県盛岡市住吉町3-12,,39.703437000000079,141.1627,019-654-6801,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/budokan/,,スポーツ推進課
032018,0000000219,岩手県盛岡市,盛岡市屋内ゲートボール場,オクナイゲートボールジョウ,,,岩手県盛岡市前九年3-9-37,,39.717471414882965,141.12087273798093,019-641-8484,,,,月火水木金土日,,,,,,http://www.morioka-21net.com/comispo-hk/page04-okunai-gateball.htm,,スポーツ推進課
032018,0000000220,岩手県盛岡市,盛岡市総合アリーナ,モリオカシソウゴウアリーナ,,,岩手県盛岡市本宮5-4-1,,39.691121000000038,141.12041199999996,019-658-1212,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/arena/,,スポーツ推進課
032018,0000000221,岩手県盛岡市,盛岡市アイスリンク,モリオカシアイスリンク,,,岩手県盛岡市本宮5-3-3,,39.691441000000005,141.12206000000003,019-601-5001,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/icerink/,,スポーツ推進課
032018,0000000222,岩手県盛岡市,盛岡市都南体育館,トナンタイイクカン,,,岩手県盛岡市津志田14-19-1,,39.654812000000049,141.160677,019-637-2219,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/sports/gim/1006877.html,,スポーツ推進課
032018,0000000223,岩手県盛岡市,盛岡市飯岡体育館,イイオカタイイクカン,,,岩手県盛岡市下飯岡8-86,,39.665977,141.124105,019-638-4107,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/sports/gim/1006878.html,,スポーツ推進課
032018,0000000224,岩手県盛岡市,盛岡市乙部体育館,オトベタイイクカン,,,岩手県盛岡市乙部6-79-1,,39.616364000000083,141.1930999999999,019-696-2129,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/sports/gim/1006879.html,,スポーツ推進課
032018,0000000225,岩手県盛岡市,盛岡市好摩体育館,コウマタイイクカン,,,岩手県盛岡市好摩字野中69-48,,39.877470000000038,141.16729399999997,019-682-0055,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/sports/gim/1006881.html,,スポーツ推進課
032018,0000000226,岩手県盛岡市,盛岡市渋民運動公園総合体育館,シブタミウンドウコウエンソウゴウタイイクカン,,,岩手県盛岡市川崎字川崎1-1,,39.850514000000032,141.16576899999995,019-683-1636,,,,火水木金土日,,,,,,https://morioka-sport.or.jp/facility/shibutami/,,スポーツ推進課
032018,0000000227,岩手県盛岡市,盛岡市渋民運動公園総合体育館,シブタミウンドウコウエンソウゴウタイイクカン,,,岩手県盛岡市川崎字川崎1-1,,39.850514000000032,141.16576899999995,019-683-1636,,,,火水木金土日,,,,,,http://www.morioka-taikyo.or.jp/shisetsu/mitsugi%20shibutami%20sports%20park.html,,スポーツ推進課
032018,0000000229,岩手県盛岡市,総合交流ターミナル,ソウゴウコウリュウターミナル,ユートランド姫神,,岩手県盛岡市下田字生出893-11,,39.859226000000035,141.11292999999998,019-683-3215,,,,月火水木金土日,,,,詳細は施設に確認,,http://yutoland-himekami.com/,,産業振興課
032018,0000000230,岩手県盛岡市,盛岡市立区界高原少年自然の家,モリオカシリツクザカイコウゲンショウネンシゼンノイエ,,,岩手県宮古市区界２-111,,39.654909000000295,141.35563699999952,0193-77-2048,,,,火水木金土日,,,,,,https://www.city.morioka.iwate.jp/kankou/taiken/kuzakai/index.html,,生涯学習課
032018,0000000231,岩手県盛岡市,盛岡市斎場やすらぎの丘,モリオカシサイジョウヤスラギノオカ,,,岩手県盛岡市三ツ割字寺山46-4,,39.713152000000036,141.15828899999991,019-601-5046,,,,月火水木金土日,,,,,,http://www.kozukata-yasuragi.jp/,休場日：毎月第2日曜日，12月31日から翌年の1月2日,市民登録課
032018,0000000232,岩手県盛岡市,新庄墓園,シンジョウボエン,,,岩手県盛岡市新庄字上八木田6,,39.689326000000072,141.20624999999993,019-651-4023,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/kurashi/kokyoshisetsu/sonota/boen/1000930.html,,企画総務課
032018,0000000233,岩手県盛岡市,青山墓園,アオヤマボエン,,,岩手県盛岡市みたけ1-2-1,,39.732435999999979,141.11947899999996,019-603-8301,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/kurashi/kokyoshisetsu/sonota/boen/1000931.html,,企画総務課
032018,0000000234,岩手県盛岡市,もりおか啄木・賢治青春館,モリオカタクボク・ケンジセイシュンカン,,,岩手県盛岡市中ノ橋通1-1-25,,39.699901000000047,141.15441899999996,019-604-8900,,,,月火水木金土日,,,,,,http://www.odette.or.jp/seishunkan/,,観光課
032018,0000000235,岩手県盛岡市,もりおか町家物語館,モリオカマチヤモノガタリカン,,,岩手県盛岡市鉈屋町10-8,,39.691535000000059,141.157746,019-654-2911,,,,月火水木金土日,,,,,,http://machiya.iwate-arts.jp/,,観光課
032018,0000000236,岩手県盛岡市,啄木新婚の家,タクボクシンコンノイエ,,,岩手県盛岡市中央通3-17-18,,39.706506000000026,141.14152299999992,019-624-2193,,,,月水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/kotsu/kanko/1006984.html,,観光課
032018,0000000237,岩手県盛岡市,古川墓園,フルカワボエン,,,岩手県盛岡市下田字古河川原320-45,,39.871480000000012,141.14780999999994,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/kurashi/kokyoshisetsu/sonota/boen/1000933.html,,税務住民課
032018,0000000238,岩手県盛岡市,前田地区コミュニティセンター,マエダチクコミュニティセンター,,,岩手県盛岡市玉山馬場字芦名沢63－6,,39.875556000000074,141.20560299999991,019-683-2116,,,,月火水木金土日,,,,,,,,玉山総務課
032018,0000000239,岩手県盛岡市,みたけ老人福祉センター,ミタケロウジンフクシセンター,,,岩手県盛岡市みたけ3-13-23,,39.738237006633852,141.11475052816172,019-641-2022,,,,月火水木金土日,,,,,,https://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1020246.html,H29.6~,長寿社会課
032018,0000000240,岩手県盛岡市,愛宕山老人福祉センター,アタゴヤマロウジンフクシセンター,,,岩手県盛岡市愛宕町14-1,,39.710776641269511,141.16204637488727,019-624-2208,,,,火水木金土日,,,,,,https://www.city.morioka.iwate.jp/kenkou/shogai/barrierfree/1006044/1006045/1006052.html,,長寿社会課
032018,0000000241,岩手県盛岡市,盛岡駅西口地区駐車場,モリオカエキニシグチチクチュウシャジョウ,,,岩手県盛岡市盛岡駅西通1-1-5,,39.703171403877761,141.13311566951762,019-621-5107,,,,月火水木金土日,,,,,,http://moriokacityparking.com/,,都市計画課
032018,0000000244,岩手県盛岡市,サクラパーク姫神,サクラパークヒメカミ,,,岩手県盛岡市日戸字姥懐36番地64,,39.802765643736592,141.2442043002923,,,,,月火水木金土日,,,冬季（12月１日～３月31日）閉鎖,,,https://www.city.morioka.iwate.jp/shisetsu/sports/koen/1028289.html,,産業振興課
032018,0000000245,岩手県盛岡市,山谷川目牧野,ヤマヤカワメボクヤ,,,岩手県盛岡市玉山字大平1番地10,,39.81750867706868,141.25204381314597,019-685-2259,,,,月火水木金土日,,,冬季閉鎖,,,,,産業振興課
032018,0000000246,岩手県盛岡市,姫神実験牧場,ヒメカミジッケンボクジョウ,,,,,39.82563330836939,141.26007405388927,019-685-2259,,,,月火水木金土日,,,冬季閉鎖,,,,,産業振興課
032018,0000000247,岩手県盛岡市,高木牧場,タカギボクジョウ,,,岩手県盛岡市玉山馬場字前田33番地157,,39.857824732371753,141.23229992736108,,,,,月火水木金土日,,,,,,,,産業振興課
032018,0000000248,岩手県盛岡市,ひめかみ有機センター,ヒメカミユウキセンター,盛岡市有機物資源活用施設,,岩手県盛岡市玉山字小田沢3番地43,,39.829235554632191,141.22302286507244,019-683-3855,,,,月火水木金,9:00,16:00,祝日除く,,,https://www.city.morioka.iwate.jp/shisetsu/shikanren/etc/1006783.html,,産業振興課
032018,0000000249,岩手県盛岡市,盛岡市役所盛岡駅西口サービスセンター,モリオカシヤクショモリオカエキニシグチサービスセンター,,,盛岡市盛岡駅西通二丁目9-1,マリオス1階,39.700940075848855,141.13333462628719,019-621-5105,,,,月火水木金,,,,,,https://www.city.morioka.iwate.jp/shisetsu/shikanren/shiyakusho/1006776.html,,市民登録課
032018,0000000250,岩手県盛岡市,盛岡市役所松園連絡所,モリオカシヤクショマツゾノレンラクショ,,,盛岡市東松園二丁目5-3,,39.75598753129082,141.16396844364473,019-661-9298,,,,月火水木金,,,,,,https://www.city.morioka.iwate.jp/shisetsu/shikanren/shiyakusho/1006775.html,,市民登録課
